PrimaryKey,Sire,Dam,Sex,Color,Year,Details,URL,Horse Name,Generation,LoadURL,,,
family+number+thirty+nine,,,M,,,"FAMILY NUMBER THIRTY NINE M, {39} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+thirty+nine,FAMILY NUMBER THIRTY NINE,0,TRUE,1,,
family+number+thirty+six,,,M,,,"FAMILY NUMBER THIRTY SIX M, {36} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+thirty+six,FAMILY NUMBER THIRTY SIX,0,TRUE,1,,
family+number+thirty+three,,,M,,,"FAMILY NUMBER THIRTY THREE M, {33} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+thirty+three,FAMILY NUMBER THIRTY THREE,0,TRUE,1,,
family+number+thirty+two,,,M,,,"FAMILY NUMBER THIRTY TWO M, {32} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+thirty+two,FAMILY NUMBER THIRTY TWO,0,TRUE,1,,
family+number+three,,,M,,,"FAMILY NUMBER THREE M, {3} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+three,FAMILY NUMBER THREE,0,TRUE,1,,
family+number+twenty,,,M,,,"FAMILY NUMBER TWENTY M, {20} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+twenty,FAMILY NUMBER TWENTY,0,TRUE,1,,
family+number+twenty+five,,,M,,,"FAMILY NUMBER TWENTY FIVE M, {25} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+twenty+five,FAMILY NUMBER TWENTY FIVE,0,TRUE,1,,
family+number+twenty+four,,,M,,,"FAMILY NUMBER TWENTY FOUR M, {24} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+twenty+four,FAMILY NUMBER TWENTY FOUR,0,TRUE,1,,
family+number+twenty+nine,,,M,,,"FAMILY NUMBER TWENTY NINE M, {29} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+twenty+nine,FAMILY NUMBER TWENTY NINE,0,TRUE,1,,
family+number+twenty+seven,,,M,,,"FAMILY NUMBER TWENTY SEVEN M, {27} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+twenty+seven,FAMILY NUMBER TWENTY SEVEN,0,TRUE,1,,
family+number+twenty+six,,,M,,,"FAMILY NUMBER TWENTY SIX M, {26} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+twenty+six,FAMILY NUMBER TWENTY SIX,0,TRUE,1,,
family+number+twenty+three,,,M,,,"FAMILY NUMBER TWENTY THREE M, {23} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+twenty+three,FAMILY NUMBER TWENTY THREE,0,TRUE,1,,
family+number+twenty+two,,,M,,,"FAMILY NUMBER TWENTY TWO M, {22} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+twenty+two,FAMILY NUMBER TWENTY TWO,0,TRUE,1,,
family+number+two,,,M,,,"FAMILY NUMBER TWO M, {2} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+two,FAMILY NUMBER TWO,0,TRUE,1,,
family+thirty+seven,,,M,,,FAMILY THIRTY SEVEN ,https://www.pedigreequery.com/family+thirty+seven,FAMILY THIRTY SEVEN,2,,1,,
fitzhughs+bright+eyes,,,M,,,"FITZHUGHS BRIGHT EYES  (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/fitzhughs+bright+eyes,FITZHUGHS BRIGHT EYES  (USA),0,True,,,
flirt10,whisker2,tomboy+mare3,M,,,"FLIRT (AUS) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf Career Earnings: NTB",https://www.pedigreequery.com/flirt10,FLIRT (AUS),0,True,,,
fujikoshi,,,M,,,"FUJIKOSHI (JPN) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/fujikoshi,FUJIKOSHI (JPN),0,True,,,
handel+mare,handel2,spanking+roger+mare2,M,,,"HANDEL MARE (USA) M, {40} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/handel+mare,HANDEL MARE (USA),0,True,1,,
herod+mare25,haynes+king+herod,partner+mare37,M,,,"HEROD MARE  (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/herod+mare25,HEROD MARE  (USA),0,TRUE,1,,
i+dare,uncle+ned2,collingwood+mare,M,,,I DARE (IRE) ,https://www.pedigreequery.com/i+dare,I DARE (IRE),3,,,,
jenny+grey,robin+grey,richmond+jenny,M,gr,,"JENNY GREY (USA) gr. M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/jenny+grey,JENNY GREY (USA),0,TRUE,1,,
jonquil2,little+john5,blaze4,M,b,,"JONQUIL  (USA) b. M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/jonquil2,JONQUIL  (USA),0,True,,,
lady+morgan4,gratis2,flirt10,M,,,"LADY MORGAN (AUS) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/lady+morgan4,LADY MORGAN (AUS),0,True,,,
lance+mare,lance4,buzzard+mare13,M,b,,"LANCE MARE  (USA) b. M, {40} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/lance+mare,LANCE MARE  (USA),0,True,,,
liberty+mare,liberty5,cade+mare9,M,,,"LIBERTY MARE  (GB) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/liberty+mare,LIBERTY MARE  (GB),0,True,1,,
lord+cravens+horse,,,C,,,"LORD CRAVENS HORSE C, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/lord+cravens+horse,LORD CRAVENS HORSE,0,TRUE,1,,
mary+grey2,pages+tippoo+saib,brimmer+mare13,M,gr,,"MARY GREY (USA) gr. M, {2} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/mary+grey2,MARY GREY (USA),0,TRUE,1,,
model+mare,model6,hector+mare,M,,,MODEL MARE (AUS) ,https://www.pedigreequery.com/model+mare,MODEL MARE (AUS),2,,,,
newton+grey+arabian,,,C,gr.,,"NEWTON GREY ARABIAN  gr. C, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/newton+grey+arabian,NEWTON GREY ARABIAN  ,0,TRUE,1,,
pensacola,,,C,"C,",,"PENSACOLA (SPA) C, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/pensacola,PENSACOLA (SPA),0,TRUE,1,,
perfection+mare,perfection6,diomed+mare13,M,,,"PERFECTION MARE (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/perfection+mare,PERFECTION MARE (USA),0,True,,,
polly+peacham2,patriot6,pages+isabella,M,,,"POLLY PEACHAM (USA) M, {40} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/polly+peacham2,POLLY PEACHAM (USA),0,TRUE,1,,
purity6,spread+eagle,dictator+mare,M,,,"PURITY (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/purity6,PURITY (USA),0,True,,,
roebuck+mare,ashes+roebuck,herod+mare25,M,,,"ROEBUCK MARE  (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/roebuck+mare,ROEBUCK MARE  (USA),0,TRUE,1,,
rous+emigrant+mare3,rous+emigrant,hector+mare2,M,,,ROUS EMIGRANT MARE (AUS) ,https://www.pedigreequery.com/rous+emigrant+mare3,ROUS EMIGRANT MARE (AUS),2,,,,
snoozer+mare,snoozer,diana14,M,,,"SNOOZER MARE  (AUS) M, {3} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/snoozer+mare,SNOOZER MARE  (AUS),0,True,,,
speculator+mare6,speculator3,union+mare5,M,ch,,"SPECULATOR MARE  (USA) ch. M, {A37} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/speculator+mare6,SPECULATOR MARE  (USA),0,True,,,
speculator+mare2,speculator3,damon+mare,M,,,"SPECULATOR MARE (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/speculator+mare2,SPECULATOR MARE (USA),0,True,,,
stride4,,,C,b,,"STRIDE  (GB) b. C, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/stride4,STRIDE  (GB),0,True,,,
tomboy6,,,C,"C,",,"TOMBOY  (AUS) C, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/tomboy6,TOMBOY  (AUS),0,True,,,
tomboy+mare3,tomboy6,bay+camerton+mare7,M,,,"TOMBOY MARE (AUS) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf Career Earnings: NTB",https://www.pedigreequery.com/tomboy+mare3,TOMBOY MARE (AUS),0,True,,,
vagabond6,,,C,"C,",,"VAGABOND (AUS) C, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/vagabond6,VAGABOND (AUS),0,True,,,
voltaire+mare3,thorntons+voltaire,nancy+washington,M,,,"VOLTAIRE MARE (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/voltaire+mare3,VOLTAIRE MARE (USA),0,True,1,,
wades+tb+mare,,,M,,,"WADES TB MARE  (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/wades+tb+mare,WADES TB MARE  (USA),0,TRUE,1,,
yellow+jenny,model6,old+hector+mare,M,,,YELLOW JENNY (AUS) ,https://www.pedigreequery.com/yellow+jenny,YELLOW JENNY (AUS),1,,,,
handel+mare2,handel2,camden+mare,M,,,HANDEL MARE (USA) ,https://www.pedigreequery.com/handel+mare2,HANDEL MARE (USA),1,,,,
camden+mare,camden3,spanking+roger+mare,M,,,CAMDEN MARE (USA) ,https://www.pedigreequery.com/camden+mare,CAMDEN MARE (USA),2,,,,
royal+oak+mare,royal+oak2,,M,,,"ROYAL OAK MARE (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/royal+oak+mare,ROYAL OAK MARE (USA),0,True,,,
partner+mare37,partner7,,M,,,"PARTNER MARE  (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/partner+mare37,PARTNER MARE  (USA),0,True,,,
fox+mare10,hamiltons+fox,,M,,,"FOX MARE (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/fox+mare10,FOX MARE (USA),0,True,,,
fan3,model6,,M,,,"FAN  (AUS) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/fan3,FAN  (AUS),0,True,,,
colonial+family+five,,,M,,,"COLONIAL FAMILY FIVE M, {C5} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/colonial+family+five,COLONIAL FAMILY FIVE,0,True,,,
colonial+family+eight,,,M,,,"COLONIAL FAMILY EIGHT M, {C8} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/colonial+family+eight,COLONIAL FAMILY EIGHT,0,True,,,
whalebone+mare,whalebone3,alexander+churchill+mare,M,,,"WHALEBONE MARE  (USA) M, {20} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/whalebone+mare,WHALEBONE MARE  (USA),0,True,,,
alexander+churchill+mare,alexander+churchill,greasy+heel,M,b,,"ALEXANDER CHURCHILL MARE  (USA) b. M, {20} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/alexander+churchill+mare,ALEXANDER CHURCHILL MARE  (USA),0,True,,,
telemachus+mare3,woods+telemachus,medley+mare10,M,,,"TELEMACHUS MARE (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/telemachus+mare3,TELEMACHUS MARE (USA),0,True,,,
polly+franklin,,,M,,,"POLLY FRANKLIN  (USA) M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/polly+franklin,POLLY FRANKLIN  (USA),0,True,,,
lucy+long3,priam,polly+franklin,M,b,,"LUCY LONG  (USA) b. M, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/lucy+long3,LUCY LONG  (USA),0,True,,,
bulwer,grey+eagle2,,C,gr,,"BULWER  (USA) gr. C, { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/bulwer,BULWER  (USA),0,True,,,
american+family+twenty+seven,,,M,,,"AMERICAN FAMILY TWENTY SEVEN M, {A27} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/american+family+twenty+seven,AMERICAN FAMILY TWENTY SEVEN,0,True,,,
family+number+forty+nine,,,M,,,"FAMILY NUMBER FORTY NINE M, {49} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+forty+nine,FAMILY NUMBER FORTY NINE,0,True,,,
kotaka,,,M,b,,KOTAKA (JPN),https://www.pedigreequery.com/kotaka,KOTAKA  (JPN)　,0,True,,,
family+number+six,,,M,,1630,"FAMILY NUMBER SIX M, 1630c {6} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+six,FAMILY NUMBER SIX,0,TRUE,1,,
bolton+castle+mare,,family+number+seventy+one,M,,1640,"BOLTON CASTLE MARE  M, 1640c {71} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/bolton+castle+mare,BOLTON CASTLE MARE,0,TRUE,1,,
fairfax+morocco+barb,,,H,gr.,1645,"FAIRFAX MOROCCO BARB  gr. H, 1645c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/fairfax+morocco+barb,FAIRFAX MOROCCO BARB  ,0,TRUE,1,,
old+bald+peg,,family+number+six,M,,1645,"OLD BALD PEG  M, 1645c {6} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/old+bald+peg,OLD BALD PEG,0,TRUE,1,,
old+morocco+mare,fairfax+morocco+barb,old+bald+peg,M,gr,1655,"OLD MOROCCO MARE  (GB) gr. M, 1655c {6} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/old+morocco+mare,OLD MOROCCO MARE  (GB),0,TRUE,1,,
willoughby+barb,,,H,,1655,"WILLOUGHBY BARB  H, 1655c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/willoughby+barb,WILLOUGHBY BARB,0,TRUE,1,,
darcys+yellow+turk,,,H,pal.,1658,"DARCYS YELLOW TURK  pal. H, 1658c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/darcys+yellow+turk,DARCYS YELLOW TURK  ,0,TRUE,1,,
family+number+one,,,M,,1661,"FAMILY NUMBER ONE M, 1661c {1} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+one,FAMILY NUMBER ONE,0,TRUE,1,,
tregonwells+natural+barb,,,H,,1661,"TREGONWELLS NATURAL BARB H, 1661 { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/tregonwells+natural+barb,TREGONWELLS NATURAL BARB,0,TRUE,1,,
darcys+white+turk,,,H,gr,1663,"DARCYS WHITE TURK  (GB) gr. H, 1663c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/darcys+white+turk,DARCYS WHITE TURK  (GB),0,TRUE,1,,
places+white+turk,,,H,gr.,1663,"PLACES WHITE TURK  gr. H, 1663c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/places+white+turk,PLACES WHITE TURK  ,0,TRUE,1,,
curwens+arabian,,,H,,1665,"CURWEN'S ARABIAN  H, 1665c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/curwens+arabian,CURWEN'S ARABIAN,0,TRUE,1,,
darcy+royal+mare,,,M,,1665,"DARCY ROYAL MARE  (GB) M, 1665c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/darcy+royal+mare,DARCY ROYAL MARE  (GB),0,TRUE,1,,
dodsworths+dam,,family+number+thirty+two,M,,1665,"DODSWORTHS DAM  M, 1665 {32} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/dodsworths+dam,DODSWORTHS DAM,0,TRUE,1,,
helmsley+turk,,,H,gr.,1665,"HELMSLEY TURK  gr. H, 1665c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/helmsley+turk,HELMSLEY TURK  ,0,TRUE,1,,
layton+barb,,,H,,1665,"LAYTON BARB  (GB) H, 1665c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/layton+barb,LAYTON BARB  (GB),0,TRUE,1,,
mackerel4,,,H,,1665,"MACKEREL  H, 1665c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/mackerel4,MACKEREL,0,TRUE,1,,
sedbury+royal+mare,,family+number+thirteen,M,,1665,"SEDBURY ROYAL MARE  (GB) M, 1665c {13} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/sedbury+royal+mare,SEDBURY ROYAL MARE  (GB),0,TRUE,1,,
shaftesbury+turk,,,H,,1665,"SHAFTESBURY TURK  H, 1665c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/shaftesbury+turk,SHAFTESBURY TURK,0,TRUE,1,,
willoughby+barb+mare,willoughby+barb,bolton+castle+mare,M,,1665,"WILLOUGHBY BARB MARE  (GB) M, 1665c {71} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/willoughby+barb+mare,WILLOUGHBY BARB MARE  (GB),0,TRUE,1,,
wyvills+roan+mare,,family+number+sixty+one,M,gr,1665,"WYVILLS ROAN MARE  (GB) gr. M, 1665c",https://www.pedigreequery.com/wyvills+roan+mare,WYVILLS ROAN MARE  (GB),0,TRUE,1,,
family+number+eight,,,M,,1666,"FAMILY NUMBER EIGHT M, 1666c {8} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/family+number+eight,FAMILY NUMBER EIGHT,0,TRUE,1,,
tregonwells+natural+barb+mare,tregonwells+natural+barb,family+number+one,M,gr,1668,"TREGONWELLS NATURAL BARB MARE  (GB) gr. M, 1668c {1} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/tregonwells+natural+barb+mare,TREGONWELLS NATURAL BARB MARE  (GB),0,TRUE,1,,
sister+to+spanker,darcys+yellow+turk,old+morocco+mare,M,,1669,"SISTER TO SPANKER  (GB) M, 1669c {6} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/sister+to+spanker,SISTER TO SPANKER  (GB),0,TRUE,1,,
barb+mare4,,,M,,1670,"BARB MARE  M, 1670c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/barb+mare4,BARB MARE,0,TRUE,1,,
dodsworth4,,family+number+thirty+two,H,b,1670,"DODSWORTH  (GB) b. H, 1670 {32} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/dodsworth4,DODSWORTH  (GB),0,TRUE,1,,
fenwick+barb,,,H,gr.,1670,"FENWICK BARB  gr. H, 1670c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/fenwick+barb,FENWICK BARB  ,0,TRUE,1,,
montague+mare,,family+number+twelve,M,,1670,"MONTAGUE MARE  (GB) M, 1670c {12} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/montague+mare,MONTAGUE MARE  (GB),0,TRUE,1,,
natural+barb+mare5,,,M,,1670,"NATURAL BARB MARE  M, 1670c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/natural+barb+mare5,NATURAL BARB MARE,0,TRUE,1,,
royal+mare6,,,M,,1670,"ROYAL MARE  M, 1670c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/royal+mare6,ROYAL MARE,0,TRUE,1,,
spanker,darcys+yellow+turk,old+morocco+mare,H,b,1670,"SPANKER  (GB) b. H, 1670c {6} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/spanker,SPANKER  (GB),0,TRUE,1,,
whiteshirt,,,H,,1670,"WHITESHIRT  H, 1670c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/whiteshirt,WHITESHIRT,0,TRUE,1,,
layton+barb+mare,layton+barb,family+number+four,M,,1672,"LAYTON BARB MARE  (GB) M, 1672c {4} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/layton+barb+mare,LAYTON BARB MARE  (GB),0,TRUE,1,,
willoughby+barb+mare3,willoughby+barb,family+number+eight,M,b,1672,"WILLOUGHBY BARB MARE (GB) b. M, 1672 {8} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/willoughby+barb+mare3,WILLOUGHBY BARB MARE (GB),0,TRUE,1,,
bustler3,helmsley+turk,,H,,1673,"BUSTLER  (GB) H, 1673c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/bustler3,BUSTLER  (GB),0,True,,,
burton+barb+mare,,family+number+two,M,b,1675,"BURTON BARB MARE  (GB) b. M, 1675c {2} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/burton+barb+mare,BURTON BARB MARE  (GB),0,TRUE,1,,
chartres+hawker,,,H,,1675,"CHARTRES HAWKER  H, 1675c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/chartres+hawker,CHARTRES HAWKER,0,TRUE,1,,
devonshire+arabian,,,H,,1675,"DEVONSHIRE ARABIAN  H, 1675c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/devonshire+arabian,DEVONSHIRE ARABIAN,0,TRUE,1,,
mackerel+mare,mackerel4,willoughby+barb+mare,M,,1675,"MACKEREL MARE  (GB) M, 1675c {71} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/mackerel+mare,MACKEREL MARE  (GB),0,TRUE,1,,
sedbury+royal+mare4,,,M,,1675,"SEDBURY ROYAL MARE  (GB) M, 1675c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/sedbury+royal+mare4,SEDBURY ROYAL MARE  (GB),0,TRUE,1,,
sister+to+rockwood,places+white+turk,tregonwells+natural+barb+mare,M,b,1675,"SISTER TO ROCKWOOD  (GB) b. M, 1675c {1} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/sister+to+rockwood,SISTER TO ROCKWOOD  (GB),0,TRUE,1,,
willoughby+barb+mare2,willoughby+barb,wyvills+roan+mare,M,,1675,"WILLOUGHBY BARB MARE  (GB) M, 1675c {61} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/willoughby+barb+mare2,WILLOUGHBY BARB MARE  (GB),0,TRUE,1,,
darcys+diamond,helmsley+turk,,H,,1675,"DARCYS DIAMOND  (GB) H, 1675c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/darcys+diamond,DARCYS DIAMOND  (GB),0,True,,,
wormwood4,places+white+turk,,H,,1675,"WORMWOOD  (GB) H, 1675c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/wormwood4,WORMWOOD  (GB),0,True,,,
son+of+shaftesbury+turk,shaftesbury+turk,,H,,1675,"SON OF SHAFTESBURY TURK  (GB) H, 1675c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/son+of+shaftesbury+turk,SON OF SHAFTESBURY TURK  (GB),0,True,,,
darcys+yellow+turk+mare,darcys+yellow+turk,sedbury+royal+mare,M,,1677,"DARCYS YELLOW TURK MARE  (GB) M, 1677c {13} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/darcys+yellow+turk+mare,DARCYS YELLOW TURK MARE  (GB),0,TRUE,1,,
dodsworth+mare3,dodsworth4,family+number+fifty+four,M,,1677,"DODSWORTH MARE  (GB) M, 1677c {54} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/dodsworth+mare3,DODSWORTH MARE  (GB),0,TRUE,1,,
lowthers+white+legged+barb,,,H,,1677,"LOWTHERS WHITE LEGGED BARB  H, 1677c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/lowthers+white+legged+barb,LOWTHERS WHITE LEGGED BARB,0,TRUE,1,,
sister+to+merlins+dam,,family+thirty+seven,M,,1677,"SISTER TO MERLINS DAM  (GB) M, 1677c",https://www.pedigreequery.com/sister+to+merlins+dam,SISTER TO MERLINS DAM  (GB),0,TRUE,1,,
vintner+mare,curwens+arabian,family+number+nine,M,blk,1677,"VINTNER MARE  (GB) blk. M, 1677c {9} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/vintner+mare,VINTNER MARE  (GB),0,TRUE,1,,
dodsworth+mare,dodsworth4,layton+barb+mare,M,,1678,"DODSWORTH MARE  (GB) M, 1678c {4} DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/dodsworth+mare,DODSWORTH MARE  (GB),0,TRUE,1,,
sister+to+bay+darcy,darcys+white+turk,sister+to+spanker,M,gr,1678,SISTER TO BAY DARCY (GB) gr. 1678,https://www.pedigreequery.com/sister+to+bay+darcy,SISTER TO BAY DARCY (GB),1,,1,,
oglethorpe+arabian,darcys+yellow+turk,,H,b,1678,"OGLETHORPE ARABIAN  (GB) b. H, 1678c { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/oglethorpe+arabian,OGLETHORPE ARABIAN  (GB),0,True,,,
dicky+pierson,dodsworth4,,H,b,1678,"DICKY PIERSON  (GB) b. H, 1678 { } DP = 0-0-0-0-0 (0) DI = Inf   CD = Inf ",https://www.pedigreequery.com/dicky+pierson,DICKY PIERSON  (GB),0,True,,,
